close_time,available_capital,portfolio_value,realized_portfolio_value
2017-11-12,817.9001975084665,1019.7443250033751,997.7369882031367
2017-11-13,817.9001975084665,1013.2798734676173,997.7369882031367
2017-11-14,817.9001975084665,1016.769947931543,997.7369882031367
2017-11-15,817.9001975084665,1015.415599574352,997.7369882031367
2017-11-16,817.9001975084665,1014.7905122779739,997.7369882031367
2017-11-17,817.9001975084665,1013.4621999102632,997.7369882031367
2017-11-18,817.9001975084665,1013.4621999102632,997.7369882031367
2017-11-19,817.9001975084665,1013.4621999102632,997.7369882031367
2017-11-20,817.9001975084665,1016.7491131786561,997.7369882031367
2017-11-21,817.9001975084665,1012.0244976382676,997.7369882031367
2017-11-22,817.9001975084665,1014.7384104924998,997.7369882031367
2017-11-23,817.9001975084665,1014.7384104924998,997.7369882031367
2017-11-24,817.9001975084665,1013.2017356926629,997.7369882031367
2017-11-25,817.9001975084665,1013.2017356926629,997.7369882031367
2017-11-26,817.9001975084665,1013.2017356926629,997.7369882031367
2017-11-27,817.9001975084665,1012.5453962669544,997.7369882031367
2017-11-28,817.9001975084665,1012.1599235320326,997.7369882031367
2017-11-29,817.9001975084665,1017.3742004750342,997.7369882031367
2017-11-30,817.9001975084665,1016.6918101565886,997.7369882031367
2017-12-01,817.9001975084665,1017.9003152435711,997.7369882031367
2017-12-02,817.9001975084665,1017.9003152435711,997.7369882031367
2017-12-03,817.9001975084665,1017.9003152435711,997.7369882031367
2017-12-04,817.9001975084665,1018.5931229384602,997.7369882031367
2017-12-05,817.9001975084665,1019.3744708814903,997.7369882031367
2017-12-06,817.9001975084665,1014.3946072633519,997.7369882031367
2017-12-07,817.9001975084665,1015.4468517036823,997.7369882031367
2017-12-08,817.9001975084665,1013.4205155012326,997.7369882031367
2017-12-09,817.9001975084665,1013.4205155012326,997.7369882031367
2017-12-10,817.9001975084665,1013.4205155012326,997.7369882031367
2017-12-11,954.8135965356109,1006.2424215176989,1006.221849987706
2017-12-12,954.8135965356109,1008.1360026050429,1006.221849987706
2017-12-13,954.8135965356109,1007.8235302571335,1006.221849987706
2017-12-14,954.8135965356109,1007.6454203483315,1006.221849987706
2017-12-15,954.8135965356109,1008.5140983924725,1006.221849987706
2017-12-16,954.8135965356109,1008.5140983924725,1006.221849987706
2017-12-17,954.8135965356109,1008.5140983924725,1006.221849987706
2017-12-18,954.8135965356109,1007.7985342572836,1006.221849987706
2017-12-19,954.8135965356109,1006.5845788504087,1006.221849987706
2017-12-20,954.8135965356109,1006.2533550326547,1006.221849987706
2017-12-21,954.8135965356109,1006.6720693198405,1006.221849987706
2017-12-22,954.8135965356109,1005.6627843065866,1006.221849987706
2017-12-23,954.8135965356109,1005.6627843065866,1006.221849987706
2017-12-24,954.8135965356109,1005.6627843065866,1006.221849987706
2017-12-25,954.8135965356109,1005.6627843065866,1006.221849987706
2017-12-26,954.8135965356109,1004.4269529298858,1006.221849987706
2017-12-27,954.8135965356109,1003.5442168708078,1006.221849987706
2017-12-28,950.8373875146114,1004.1254185668892,1004.1041033544683
2017-12-29,950.8373875146114,1004.8024689505006,1004.1041033544683
2017-12-30,950.8373875146114,1004.8024689505006,1004.1041033544683
2017-12-31,950.8373875146114,1004.8024689505006,1004.1041033544683
2018-01-01,950.8373875146114,1004.8024689505006,1004.1041033544683
2018-01-02,950.8373875146114,1003.252513390159,1004.1041033544683
2018-01-03,950.8373875146114,1003.8063122002984,1004.1041033544683
2018-01-04,950.8373875146114,1004.2503608340988,1004.1041033544683
2018-01-05,950.8373875146114,1003.9194341030054,1004.1041033544683
2018-01-06,950.8373875146114,1003.9194341030054,1004.1041033544683
2018-01-07,950.8373875146114,1003.9194341030054,1004.1041033544683
2018-01-08,957.378928894226,1000.5713339721938,1000.5540570101626
2018-01-09,957.378928894226,1000.222386240774,1000.5540570101626
2018-01-10,957.378928894226,1000.3647863957729,1000.5540570101626
2018-01-11,957.378928894226,1000.7689001021297,1000.5540570101626
2018-01-12,957.378928894226,1000.546958906355,1000.5540570101626
2018-01-13,957.378928894226,1000.546958906355,1000.5540570101626
2018-01-14,957.378928894226,1000.546958906355,1000.5540570101626
2018-01-15,957.378928894226,1000.546958906355,1000.5540570101626
2018-01-16,957.378928894226,1001.0395914295821,1000.5540570101626
2018-01-17,957.378928894226,1001.9504429713205,1000.5540570101626
2018-01-18,957.378928894226,1001.6181734960626,1000.5540570101626
2018-01-19,957.378928894226,1002.3173535957105,1000.5540570101626
2018-01-20,957.378928894226,1002.3173535957105,1000.5540570101626
2018-01-21,957.378928894226,1002.3173535957105,1000.5540570101626
2018-01-22,957.378928894226,1002.5149160552555,1000.5540570101626
2018-01-23,957.378928894226,1002.672713499999,1000.5540570101626
2018-01-24,957.378928894226,1001.7875179905167,1000.5540570101626
2018-01-25,957.378928894226,1000.7291277465464,1000.5540570101626
2018-01-26,957.378928894226,1001.397516937096,1000.5540570101626
2018-01-27,957.378928894226,1001.397516937096,1000.5540570101626
2018-01-28,957.378928894226,1001.397516937096,1000.5540570101626
2018-01-29,957.378928894226,1002.2544908110966,1000.5540570101626
2018-01-30,957.378928894226,1001.7785365440316,1000.5540570101626
2018-01-31,957.378928894226,1002.8677140267092,1000.5540570101626
2018-02-01,957.378928894226,1002.2185686955471,1000.5540570101626
2018-02-02,957.378928894226,1001.5129800934214,1000.5540570101626
2018-02-03,957.378928894226,1001.5129800934214,1000.5540570101626
2018-02-04,957.378928894226,1001.5129800934214,1000.5540570101626
2018-02-05,957.378928894226,1000.1505456800659,1000.5540570101626
2018-02-06,957.378928894226,1000.2583083563235,1000.5540570101626
2018-02-07,957.378928894226,1001.6733394709996,1000.5540570101626
2018-02-08,958.730581116491,997.8541619551596,997.8385125228241
2018-02-09,958.730581116491,998.4506570264138,997.8385125228241
2018-02-10,958.730581116491,998.4506570264138,997.8385125228241
2018-02-11,958.730581116491,998.4506570264138,997.8385125228241
2018-02-12,958.730581116491,997.7921533758606,997.8385125228241
2018-02-13,958.730581116491,996.8087406648684,997.8385125228241
2018-02-14,958.730581116491,996.9761570877555,997.8385125228241
2018-02-15,958.730581116491,995.5177757607441,997.8385125228241
2018-02-16,958.730581116491,995.3416809042035,997.8385125228241
2018-02-17,958.730581116491,995.3416809042035,997.8385125228241
2018-02-18,958.730581116491,995.3416809042035,997.8385125228241
2018-02-19,958.730581116491,995.3416809042035,997.8385125228241
2018-02-20,958.730581116491,995.4309665881341,997.8385125228241
2018-02-21,958.730581116491,995.6132669150185,997.8385125228241
2018-02-22,958.730581116491,994.017233425104,997.8385125228241
2018-02-23,957.5647815045944,993.2880427615983,993.2737534570955
2018-02-24,921.867726099665,993.2880427615983,993.2594746349336
2018-02-25,886.1706706947356,993.2880427615983,993.2451958127716
2018-02-26,886.1706706947356,994.9206514880586,993.2451958127716
2018-02-27,886.1706706947356,992.965774436308,993.2451958127716
2018-02-28,886.1706706947356,990.5548681333212,993.2451958127716
2018-03-01,886.1706706947356,986.8670573115504,993.2451958127716
2018-03-02,886.1706706947356,988.1409174601896,993.2451958127716
2018-03-03,886.1706706947356,988.1409174601896,993.2451958127716
2018-03-04,886.1706706947356,988.1409174601896,993.2451958127716
2018-03-05,886.1706706947356,987.602794593458,993.2451958127716
2018-03-06,950.6876562108255,986.037066329971,986.0229265659234
2018-03-07,950.6876562108255,985.595819273394,986.0229265659234
2018-03-08,950.6876562108255,985.9402054176171,986.0229265659234
2018-03-09,950.6876562108255,986.1479153892137,986.0229265659234
2018-03-10,950.6876562108255,986.1479153892137,986.0229265659234
2018-03-11,950.6876562108255,986.1479153892137,986.0229265659234
2018-03-12,950.6876562108255,984.174148759222,986.0229265659234
2018-03-13,939.9418446848832,984.5691176190707,984.5512667098969
2018-03-14,941.3842182415432,982.5850377450088,982.5685574172074
2018-03-15,941.3842182415432,982.7148567221062,982.5685574172074
2018-03-16,941.3842182415432,983.250521821099,982.5685574172074
2018-03-17,941.3842182415432,983.250521821099,982.5685574172074
2018-03-18,941.3842182415432,983.250521821099,982.5685574172074
2018-03-19,941.3842182415432,984.232358744631,982.5685574172074
2018-03-20,941.3842182415432,984.6117333487665,982.5685574172074
2018-03-21,941.3842182415432,983.8580253040737,982.5685574172074
2018-03-22,941.3842182415432,984.7944881494185,982.5685574172074
2018-03-23,941.3842182415432,985.7473365793841,982.5685574172074
2018-03-24,941.3842182415432,985.7473365793841,982.5685574172074
2018-03-25,941.3842182415432,985.7473365793841,982.5685574172074
2018-03-26,941.3842182415432,985.414594541339,982.5685574172074
2018-03-27,941.3842182415432,988.5655525606544,982.5685574172074
2018-03-28,941.3842182415432,991.262769798098,982.5685574172074
2018-03-29,941.3842182415432,990.2103493725049,982.5685574172074
2018-03-30,941.3842182415432,990.2103493725049,982.5685574172074
2018-03-31,941.3842182415432,990.2103493725049,982.5685574172074
2018-04-01,941.3842182415432,990.2103493725049,982.5685574172074
2018-04-02,941.3842182415432,991.9307708499948,982.5685574172074
2018-04-03,941.3842182415432,990.033897829317,982.5685574172074
2018-04-04,941.3842182415432,987.5874947068148,982.5685574172074
2018-04-05,941.3842182415432,985.2204989256271,982.5685574172074
2018-04-06,941.3842182415432,986.0296633756637,982.5685574172074
2018-04-07,941.3842182415432,986.0296633756637,982.5685574172074
2018-04-08,941.3842182415432,986.0296633756637,982.5685574172074
2018-04-09,941.3842182415432,987.2446703416132,982.5685574172074
2018-04-10,941.3842182415432,985.3490558088387,982.5685574172074
2018-04-11,941.3842182415432,985.8242197329268,982.5685574172074
2018-04-12,941.3842182415432,986.6875821004039,982.5685574172074
2018-04-13,941.3842182415432,985.8985823046805,982.5685574172074
2018-04-14,941.3842182415432,985.8985823046805,982.5685574172074
2018-04-15,941.3842182415432,985.8985823046805,982.5685574172074
2018-04-16,941.3842182415432,987.0493126320155,982.5685574172074
2018-04-17,941.3842182415432,987.492967480748,982.5685574172074
2018-04-18,941.3842182415432,986.7795887446815,982.5685574172074
2018-04-19,941.3842182415432,985.931353473922,982.5685574172074
2018-04-20,941.3842182415432,987.1715698637454,982.5685574172074
2018-04-21,941.3842182415432,987.1715698637454,982.5685574172074
2018-04-22,941.3842182415432,987.1715698637454,982.5685574172074
2018-04-23,941.3842182415432,988.0374528130116,982.5685574172074
2018-04-24,941.3842182415432,988.0261083919692,982.5685574172074
2018-04-25,941.3842182415432,988.3752324086524,982.5685574172074
2018-04-26,941.3842182415432,987.7715116013527,982.5685574172074
2018-04-27,941.3842182415432,986.6875821004039,982.5685574172074
2018-04-28,941.3842182415432,986.6875821004039,982.5685574172074
2018-04-29,941.3842182415432,986.6875821004039,982.5685574172074
2018-04-30,941.3842182415432,986.7102709424888,982.5685574172074
2018-05-01,941.3842182415432,985.9515181282351,982.5685574172074
2018-05-02,941.3842182415432,985.7964897272637,982.5685574172074
2018-05-03,941.3842182415432,987.90133057845,982.5685574172074
2018-05-04,941.3842182415432,986.686320006518,982.5685574172074
2018-05-05,941.3842182415432,986.686320006518,982.5685574172074
2018-05-06,941.3842182415432,986.686320006518,982.5685574172074
2018-05-07,948.4753113413277,985.5923081784127,985.5774613796779
2018-05-08,948.4753113413277,985.4943100981193,985.5774613796779
2018-05-09,948.4753113413277,986.0920798137282,985.5774613796779
2018-05-10,948.4753113413277,985.8679174845857,985.5774613796779
2018-05-11,948.4753113413277,985.3828439842612,985.5774613796779
2018-05-12,948.4753113413277,985.3828439842612,985.5774613796779
2018-05-13,948.4753113413277,985.3828439842612,985.5774613796779
2018-05-14,948.4753113413277,984.269377901482,985.5774613796779
2018-05-15,948.4753113413277,983.3151556326875,985.5774613796779
2018-05-16,941.9188292096144,983.5968909140546,983.5802196893728
2018-05-17,941.9188292096144,983.8789031590313,983.5802196893728
2018-05-18,941.9188292096144,985.0011378822358,983.5802196893728
2018-05-19,941.9188292096144,985.0011378822358,983.5802196893728
2018-05-20,941.9188292096144,985.0011378822358,983.5802196893728
2018-05-21,941.9188292096144,983.8861730594002,983.5802196893728
2018-05-22,941.9188292096144,985.2642517134386,983.5802196893728
2018-05-23,941.9188292096144,984.6740589093424,983.5802196893728
2018-05-24,941.9188292096144,984.8514103746937,983.5802196893728
2018-05-25,941.9188292096144,984.7060414801877,983.5802196893728
2018-05-26,941.9188292096144,984.7060414801877,983.5802196893728
2018-05-27,941.9188292096144,984.7060414801877,983.5802196893728
2018-05-28,941.9188292096144,984.7060414801877,983.5802196893728
2018-05-29,941.9188292096144,983.9922894826922,983.5802196893728
2018-05-30,941.9188292096144,982.8351692192733,983.5802196893728
2018-05-31,941.9188292096144,983.8512833602039,983.5802196893728
2018-06-01,941.9188292096144,982.8206335775172,983.5802196893728
2018-06-02,941.9188292096144,982.8206335775172,983.5802196893728
2018-06-03,941.9188292096144,982.8206335775172,983.5802196893728
2018-06-04,941.9188292096144,982.1054259363553,983.5802196893728
2018-06-05,941.9188292096144,982.9209357441068,983.5802196893728
2018-06-06,945.3597932105009,978.7968768107121,978.783501977272
2018-06-07,945.3597932105009,978.4402911190426,978.783501977272
2018-06-08,945.3597932105009,978.6044686907449,978.783501977272
2018-06-09,945.3597932105009,978.6044686907449,978.783501977272
2018-06-10,945.3597932105009,978.6044686907449,978.783501977272
2018-06-11,945.3597932105009,980.1144679422237,978.783501977272
2018-06-12,945.3597932105009,981.2302387764853,978.783501977272
2018-06-13,945.3597932105009,981.440424123857,978.783501977272
2018-06-14,945.3597932105009,982.7935697101778,978.783501977272
2018-06-15,945.3597932105009,982.8406276048004,978.783501977272
2018-06-16,945.3597932105009,982.8406276048004,978.783501977272
2018-06-17,945.3597932105009,982.8406276048004,978.783501977272
2018-06-18,945.3597932105009,984.1644925239033,978.783501977272
2018-06-19,945.3597932105009,982.252937956871,978.783501977272
2018-06-20,945.3597932105009,983.2641396810274,978.783501977272
2018-06-21,945.3597932105009,981.7259038976999,978.783501977272
2018-06-22,945.3597932105009,980.2744629888651,978.783501977272
2018-06-23,945.3597932105009,980.2744629888651,978.783501977272
2018-06-24,945.3597932105009,980.2744629888651,978.783501977272
2018-06-25,945.3597932105009,980.209627866838,978.783501977272
2018-06-26,945.3597932105009,981.1497176895839,978.783501977272
2018-06-27,945.3597932105009,981.4111464484309,978.783501977272
2018-06-28,945.3597932105009,981.9789646146334,978.783501977272
2018-06-29,945.3597932105009,981.2490601392591,978.783501977272
2018-06-30,945.3597932105009,981.2490601392591,978.783501977272
2018-07-01,945.3597932105009,981.2490601392591,978.783501977272
2018-07-02,945.3597932105009,980.4250428664318,978.783501977272
2018-07-03,945.3597932105009,977.8933885699364,978.783501977272
2018-07-04,945.3597932105009,977.8933885699364,978.783501977272
2018-07-05,945.3597932105009,977.7156162958904,978.783501977272
2018-07-06,946.3334929350908,977.6884268912029,977.6758849176205
2018-07-07,914.9794309319005,977.6884268912029,977.6633432928191
2018-07-08,883.6253689287103,977.6884268912029,977.6508016680178
2018-07-09,883.6253689287103,974.7644274205195,977.6508016680178
2018-07-10,883.6253689287103,973.5595335708637,977.6508016680178
2018-07-11,883.6253689287103,974.6275044993765,977.6508016680178
2018-07-12,883.6253689287103,975.3121016948397,977.6508016680178
2018-07-13,883.6253689287103,974.6548908246301,977.6508016680178
2018-07-14,883.6253689287103,974.6548908246301,977.6508016680178
2018-07-15,883.6253689287103,974.6548908246301,977.6508016680178
2018-07-16,883.6253689287103,977.3233078066141,977.6508016680178
2018-07-17,883.6253689287103,973.4925911547159,977.6508016680178
2018-07-18,883.6253689287103,973.1396418357675,977.6508016680178
2018-07-19,883.6253689287103,974.2410839723541,977.6508016680178
2018-07-20,883.6253689287103,976.2644598497686,977.6508016680178
2018-07-21,883.6253689287103,976.2644598497686,977.6508016680178
2018-07-22,883.6253689287103,976.2644598497686,977.6508016680178
2018-07-23,883.6253689287103,979.4227403667182,977.6508016680178
2018-07-24,883.6253689287103,981.1783552846672,977.6508016680178
2018-07-25,883.6253689287103,977.7371059537645,977.6508016680178
2018-07-26,883.6253689287103,978.3730240866662,977.6508016680178
2018-07-27,883.6253689287103,981.2544206724825,977.6508016680178
2018-07-28,883.6253689287103,981.2544206724825,977.6508016680178
2018-07-29,883.6253689287103,981.2544206724825,977.6508016680178
2018-07-30,883.6253689287103,983.3873244406608,977.6508016680178
2018-07-31,883.6253689287103,980.9623288868618,977.6508016680178
2018-08-01,883.6253689287103,980.1408087702556,977.6508016680178
2018-08-02,883.6253689287103,965.3230396674936,977.6508016680178
2018-08-03,942.6308297635126,965.7398933137426,965.7306496883225
2018-08-04,919.5117870695074,965.7398933137425,965.7214020712448
2018-08-05,896.3927443755022,965.7398933137424,965.7121544541671
2018-08-06,896.3927443755022,964.5099731170285,965.7121544541671
2018-08-07,896.3927443755022,971.9890239633331,965.7121544541671
2018-08-08,896.3927443755022,970.1520980700603,965.7121544541671
2018-08-09,896.3927443755022,966.5916918822453,965.7121544541671
2018-08-10,896.3927443755022,967.196699014,965.7121544541671
2018-08-11,896.3927443755022,967.196699014,965.7121544541671
2018-08-12,896.3927443755022,967.196699014,965.7121544541671
2018-08-13,896.3927443755022,967.3797982971945,965.7121544541671
2018-08-14,896.3927443755022,965.6344191985606,965.7121544541671
2018-08-15,896.3927443755022,963.8532139752928,965.7121544541671
2018-08-16,896.3927443755022,963.2084006710464,965.7121544541671
2018-08-17,896.3927443755022,957.2478491137488,965.7121544541671
2018-08-18,896.3927443755022,957.2478491137488,965.7121544541671
2018-08-19,896.3927443755022,957.2478491137488,965.7121544541671
2018-08-20,939.6032701100692,957.8329617001331,957.825669823497
2018-08-21,939.6032701100692,957.0380751610476,957.825669823497
2018-08-22,939.6032701100692,957.0534285045426,957.825669823497
2018-08-23,939.6032701100692,957.1443742974673,957.825669823497
2018-08-24,939.6032701100692,956.9837428768207,957.825669823497
2018-08-25,939.6032701100692,956.9837428768207,957.825669823497
2018-08-26,939.6032701100692,956.9837428768207,957.825669823497
2018-08-27,939.6032701100692,957.1933911179949,957.825669823497
2018-08-28,939.6032701100692,957.6309926650979,957.825669823497
2018-08-29,939.6032701100692,958.0355237827711,957.825669823497
2018-08-30,939.6032701100692,958.1453676880532,957.825669823497
2018-08-31,939.6032701100692,958.233360070124,957.825669823497
2018-09-01,939.6032701100692,958.233360070124,957.825669823497
2018-09-02,939.6032701100692,958.233360070124,957.825669823497
2018-09-03,939.6032701100692,958.233360070124,957.825669823497
2018-09-04,939.6032701100692,958.9839572735614,957.825669823497
2018-09-05,939.6032701100692,959.4688032567607,957.825669823497
2018-09-06,939.6032701100692,959.4564016345253,957.825669823497
2018-09-07,939.6032701100692,960.5022757187679,957.825669823497
2018-09-08,939.6032701100692,960.5022757187679,957.825669823497
2018-09-09,939.6032701100692,960.5022757187679,957.825669823497
2018-09-10,939.6032701100692,959.1876986930278,957.825669823497
2018-09-11,939.6032701100692,959.5455750430187,957.825669823497
2018-09-12,939.6032701100692,958.8900580697828,957.825669823497
2018-09-13,939.6032701100692,958.9538385653912,957.825669823497
2018-09-14,939.6032701100692,958.6148586381632,957.825669823497
2018-09-15,939.6032701100692,958.6148586381632,957.825669823497
2018-09-16,939.6032701100692,958.6148586381632,957.825669823497
2018-09-17,939.6032701100692,958.6361188033661,957.825669823497
2018-09-18,939.6032701100692,959.2195880960348,957.825669823497
2018-09-19,939.6032701100692,958.3892656954855,957.825669823497
2018-09-20,939.6032701100692,958.4300153310543,957.825669823497
2018-09-21,939.6032701100692,958.3845415897947,957.825669823497
2018-09-22,939.6032701100692,958.3845415897947,957.825669823497
2018-09-23,939.6032701100692,958.3845415897947,957.825669823497
2018-09-24,939.6032701100692,958.3502901339423,957.825669823497
2018-09-25,939.6032701100692,958.2729269896757,957.825669823497
2018-09-26,939.6032701100692,957.7656398148508,957.825669823497
2018-09-27,928.073093411118,957.88729398436,957.8753683041307
2018-09-28,932.1340235877294,953.7459769667983,953.7373321854466
2018-09-29,910.6155070366398,953.7459769667981,953.7287247788261
2018-09-30,889.0969904855501,953.745976966798,953.7201173722056
2018-10-01,889.0969904855501,942.5402009789098,953.7201173722056
2018-10-02,889.0969904855501,944.9018760119191,953.7201173722056
2018-10-03,889.0969904855501,946.419402643566,953.7201173722056
2018-10-04,889.0969904855501,949.5837568121957,953.7201173722056
2018-10-05,889.0969904855501,954.4339856601349,953.7201173722056
2018-10-06,889.0969904855501,954.4339856601349,953.7201173722056
2018-10-07,889.0969904855501,954.4339856601349,953.7201173722056
2018-10-08,889.0969904855501,957.2128592361719,953.7201173722056
2018-10-09,889.0969904855501,954.2266044305117,953.7201173722056
2018-10-10,889.0969904855501,955.6709368657994,953.7201173722056
2018-10-11,889.0969904855501,956.8054259688171,953.7201173722056
2018-10-12,889.0969904855501,955.2073829291021,953.7201173722056
2018-10-13,889.0969904855501,955.2073829291021,953.7201173722056
2018-10-14,889.0969904855501,955.2073829291021,953.7201173722056
2018-10-15,889.0969904855501,955.0097669751519,953.7201173722056
2018-10-16,889.0969904855501,950.8621912439676,953.7201173722056
2018-10-17,889.0969904855501,952.0357065487633,953.7201173722056
2018-10-18,889.0969904855501,953.9557942802023,953.7201173722056
2018-10-19,889.0969904855501,954.9097409562863,953.7201173722056
2018-10-20,889.0969904855501,954.9097409562863,953.7201173722056
2018-10-21,889.0969904855501,954.9097409562863,953.7201173722056
2018-10-22,889.0969904855501,954.6779570077548,953.7201173722056
2018-10-23,889.0969904855501,946.5804284795192,953.7201173722056
2018-10-24,889.0969904855501,947.9564458661929,953.7201173722056
2018-10-25,927.6859844052832,941.5252614659208,941.5197257550966
2018-10-26,927.6859844052832,942.2297148602114,941.5197257550966
2018-10-27,927.6859844052832,942.2297148602114,941.5197257550966
2018-10-28,927.6859844052832,942.2297148602114,941.5197257550966
2018-10-29,927.6859844052832,942.4031939126052,941.5197257550966
2018-10-30,927.6859844052832,942.185796939847,941.5197257550966
2018-10-31,927.6859844052832,942.5116731360779,941.5197257550966
2018-11-01,927.6859844052832,942.8173457318984,941.5197257550966
2018-11-02,927.6859844052832,942.9108924603605,941.5197257550966
2018-11-03,927.6859844052832,942.9108924603605,941.5197257550966
2018-11-04,927.6859844052832,942.9108924603605,941.5197257550966
2018-11-05,927.6859844052832,942.690860563163,941.5197257550966
2018-11-06,927.6859844052832,942.6759280681524,941.5197257550966
2018-11-07,927.6859844052832,942.9877500775192,941.5197257550966
2018-11-08,927.6859844052832,943.1300460494116,941.5197257550966
2018-11-09,927.6859844052832,943.0909581955922,941.5197257550966
2018-11-10,927.6859844052832,943.0909581955922,941.5197257550966
2018-11-11,927.6859844052832,943.0909581955922,941.5197257550966
2018-11-12,927.6859844052832,942.2464039715148,941.5197257550966
2018-11-13,927.6859844052832,942.5735982582258,941.5197257550966
2018-11-14,927.6859844052832,942.8050481613272,941.5197257550966
2018-11-15,927.6859844052832,943.0000476480905,941.5197257550966
2018-11-16,927.6859844052832,943.2578493086271,941.5197257550966
2018-11-17,927.6859844052832,943.2578493086271,941.5197257550966
2018-11-18,927.6859844052832,943.2578493086271,941.5197257550966
2018-11-19,927.6859844052832,943.2209578534344,941.5197257550966
2018-11-20,927.6859844052832,942.9583248698317,941.5197257550966
2018-11-21,927.6859844052832,942.5498814252298,941.5197257550966
2018-11-22,927.6859844052832,942.5498814252298,941.5197257550966
2018-11-23,927.6859844052832,942.0070480385746,941.5197257550966
2018-11-24,927.6859844052832,942.0070480385746,941.5197257550966
2018-11-25,927.6859844052832,942.0070480385746,941.5197257550966
2018-11-26,927.6859844052832,942.8928865150979,941.5197257550966
2018-11-27,927.6859844052832,942.8015349287414,941.5197257550966
2018-11-28,927.6859844052832,942.9750139811351,941.5197257550966
2018-11-29,927.6859844052832,942.6807593912184,941.5197257550966
2018-11-30,927.6859844052832,943.089641361633,941.5197257550966
2018-12-01,927.6859844052832,943.089641361633,941.5197257550966
2018-12-02,927.6859844052832,943.089641361633,941.5197257550966
2018-12-03,927.6859844052832,943.4414282764446,941.5197257550966
2018-12-04,927.6859844052832,943.4945703171281,941.5197257550966
2018-12-05,927.6859844052832,943.4945703171281,941.5197257550966
2018-12-06,927.6859844052832,943.6421373944202,941.5197257550966
2018-12-07,927.6859844052832,943.4185922646369,941.5197257550966
2018-12-08,927.6859844052832,943.4185922646369,941.5197257550966
2018-12-09,927.6859844052832,943.4185922646369,941.5197257550966
2018-12-10,927.6859844052832,943.7339262500684,941.5197257550966
2018-12-11,927.6859844052832,943.8046357102019,941.5197257550966
2018-12-12,927.6859844052832,943.7976092450303,941.5197257550966
2018-12-13,927.6859844052832,944.2451392869306,941.5197257550966
2018-12-14,927.6859844052832,943.7585213912109,941.5197257550966
2018-12-15,927.6859844052832,943.7585213912109,941.5197257550966
2018-12-16,927.6859844052832,943.7585213912109,941.5197257550966
2018-12-17,927.6859844052832,942.9991693399439,941.5197257550966
2018-12-18,927.6859844052832,942.4989357831729,941.5197257550966
2018-12-19,927.6859844052832,942.3206266642342,941.5197257550966
2018-12-20,908.117090166676,941.5480987342496,941.5347263308225
2018-12-21,908.117090166676,941.0831196525448,941.5347263308225
2018-12-22,908.117090166676,941.0831196525448,941.5347263308225
2018-12-23,908.117090166676,941.0831196525448,941.5347263308225
2018-12-24,908.117090166676,943.6653896283082,941.5347263308225
2018-12-25,908.117090166676,943.6653896283082,941.5347263308225
2018-12-26,908.117090166676,940.4137239579536,941.5347263308225
2018-12-27,908.117090166676,941.4686618027197,941.5347263308225
2018-12-28,908.117090166676,939.5896847335754,941.5347263308225
2018-12-29,908.117090166676,939.5896847335754,941.5347263308225
2018-12-30,908.117090166676,939.5896847335754,941.5347263308225
